"행정구역별",2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021
"행정구역별",출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명),출생건수 (명),사망건수 (명)
"전국",640089,248740,559934,243813,496911,247524,495036,246463,476958,246220,438707,245874,451759,244162,496822,246482,465892,246113,444849,246942,470171,255405,471265,257396,484550,267221,436455,266257,435435,267692,438420,275895,406243,280827,357771,285534,326822,298820,302676,295110,272337,304948,260562,317680
